4.79,4.20,6.88,5.00
6.78,3.91,7.30,3.00
6.65,4.09,6.98,3.00
6.61,3.93,7.22,3.00
7.46,4.98,6.70,3.00
6.67,3.96,7.46,3.00
7.13,4.72,6.93,3.00
6.96,4.39,7.33,3.00
7.00,4.11,7.24,3.00
6.59,4.17,7.20,3.00
6.91,4.09,7.33,3.00
5.96,3.91,7.22,3.00
6.76,3.93,7.50,3.00
6.78,4.46,7.13,3.00
6.15,3.65,7.59,3.00
6.98,4.13,7.50,3.00
6.87,4.00,7.39,3.00
7.00,4.46,7.15,3.00
7.28,4.43,7.24,3.00
6.07,3.87,7.59,3.00
6.22,3.48,7.67,3.00
6.83,3.93,7.50,3.00
6.83,3.85,7.30,3.00
6.74,4.48,6.93,3.00
5.87,3.76,7.48,3.00
6.91,4.07,7.33,3.00
7.17,4.35,7.17,3.00
6.67,4.20,7.13,3.00
6.22,3.93,7.41,3.00
5.54,3.93,7.33,3.00
6.41,3.93,7.33,3.00
6.59,3.89,7.26,3.00
6.41,3.54,7.43,3.00
6.96,3.74,7.54,3.00
6.83,4.07,7.28,3.00
5.67,3.67,7.33,3.00
7.00,4.13,6.98,3.00
6.39,3.72,7.50,3.00
6.39,3.87,7.33,3.00
7.39,4.89,6.65,3.00
6.61,4.41,7.07,3.00
6.37,4.09,7.17,3.00
6.91,4.72,6.59,3.00
6.76,4.43,6.87,3.00
6.87,4.37,7.17,3.00
7.26,4.70,6.83,3.00
6.35,3.74,7.59,3.00
7.02,4.59,7.17,3.00
6.74,4.48,6.89,3.00
6.35,3.98,7.26,3.00
6.87,4.37,7.30,3.00
7.07,4.37,7.20,3.00
7.24,4.89,6.48,3.00
7.26,5.26,6.39,3.00
7.61,5.39,6.63,3.00
7.24,5.11,6.70,3.00
7.70,5.54,6.20,3.00
5.78,3.50,7.48,3.00
6.80,4.83,6.78,3.00
4.93,4.70,6.85,5.00
6.72,3.83,7.48,3.00
3.28,5.93,5.48,2.00
2.13,6.35,4.74,1.00
2.70,5.65,5.63,1.00
3.26,5.30,5.74,1.00
3.46,4.41,6.33,1.00
2.67,5.52,5.91,1.00
3.24,4.85,6.50,1.00
2.37,5.89,5.30,1.00
2.76,5.02,6.50,1.00
2.76,4.96,6.39,1.00
2.30,6.54,4.33,1.00
2.80,5.15,6.20,1.00
2.17,6.09,5.28,1.00
2.24,6.41,4.59,1.00
2.61,6.09,5.35,1.00
2.91,5.37,5.83,1.00
2.52,5.59,5.61,1.00
2.67,5.26,5.72,1.00
2.91,5.85,5.26,1.00
2.85,4.93,6.76,1.00
2.67,5.46,5.67,1.00
2.02,6.37,5.17,1.00
2.76,5.22,6.09,1.00
2.28,6.15,5.15,1.00
2.04,6.80,4.46,1.00
2.78,5.57,5.74,1.00
3.74,4.48,6.26,2.00
3.72,3.83,7.00,1.00
2.54,5.63,5.76,1.00
2.89,5.39,5.48,1.00
1.89,6.20,4.93,1.00
2.83,5.65,5.43,1.00
2.48,5.83,5.50,1.00
2.00,6.70,4.63,1.00
3.72,4.43,6.46,1.00
3.07,4.26,6.91,1.00
3.00,4.76,6.78,1.00
1.89,6.83,4.07,1.00
1.74,7.07,4.09,1.00
1.89,6.89,4.26,1.00
2.87,5.33,5.67,1.00
3.28,4.35,6.61,1.00
2.85,5.09,5.89,1.00
2.07,6.39,4.91,1.00
2.93,5.41,5.91,1.00
3.11,5.22,6.28,1.00
2.39,6.00,5.26,1.00
3.09,4.98,6.20,1.00
3.37,4.46,6.76,1.00
2.76,5.28,5.87,1.00
2.52,5.57,5.63,1.00
2.96,5.17,6.37,1.00
3.07,5.37,5.76,1.00
3.04,5.04,6.28,1.00
