6.65,4.19,7.14
4.23,4.23,6.58
4.98,2.64,7.88
2.78,5.39,5.81
4.83,4.12,6.90
4.83,4.12,6.90
4.83,4.12,6.90
4.83,4.12,6.90
4.83,4.12,6.90
4.83,4.12,6.90
