4.793599033999999648e+00,4.196497585000000363e+00,6.879830917999999684e+00,5.000000000000000000e+00
6.782608696000000492e+00,3.913043478000000075e+00,7.304347825999999877e+00,3.000000000000000000e+00
6.652173912999999494e+00,4.086956521999999481e+00,6.978260869999999727e+00,3.000000000000000000e+00
6.608695652000000642e+00,3.934782608999999542e+00,7.217391303999999508e+00,3.000000000000000000e+00
7.456521738999999371e+00,4.978260869999999727e+00,6.695652174000000123e+00,3.000000000000000000e+00
6.673913042999999767e+00,3.956521738999999815e+00,7.456521738999999371e+00,3.000000000000000000e+00
7.130434782999999221e+00,4.717391303999999508e+00,6.934782608999999987e+00,3.000000000000000000e+00
6.956521738999999371e+00,4.391304348000000246e+00,7.326086957000000233e+00,3.000000000000000000e+00
7.000000000000000000e+00,4.108695651999999754e+00,7.239130434999999864e+00,3.000000000000000000e+00
6.586956522000000369e+00,4.173913042999999767e+00,7.195652174000000123e+00,3.000000000000000000e+00
6.913043477999999631e+00,4.086956521999999481e+00,7.326086957000000233e+00,3.000000000000000000e+00
5.956521738999999371e+00,3.913043478000000075e+00,7.217391303999999508e+00,3.000000000000000000e+00
6.760869565000000136e+00,3.934782608999999542e+00,7.500000000000000000e+00,3.000000000000000000e+00
6.782608696000000492e+00,4.456521738999999371e+00,7.130434782999999221e+00,3.000000000000000000e+00
6.152173912999999494e+00,3.652173912999999938e+00,7.586956522000000369e+00,3.000000000000000000e+00
6.978260869999999727e+00,4.130434783000000110e+00,7.500000000000000000e+00,3.000000000000000000e+00
6.869565217000000779e+00,4.000000000000000000e+00,7.391304347999999358e+00,3.000000000000000000e+00
7.000000000000000000e+00,4.456521738999999371e+00,7.152173912999999494e+00,3.000000000000000000e+00
7.282608696000000492e+00,4.434782608999999987e+00,7.239130434999999864e+00,3.000000000000000000e+00
6.065217391000000013e+00,3.869565216999999890e+00,7.586956522000000369e+00,3.000000000000000000e+00
6.217391303999999508e+00,3.478260870000000171e+00,7.673913042999999767e+00,3.000000000000000000e+00
6.826086957000000233e+00,3.934782608999999542e+00,7.500000000000000000e+00,3.000000000000000000e+00
6.826086957000000233e+00,3.847826087000000062e+00,7.304347825999999877e+00,3.000000000000000000e+00
6.739130434999999864e+00,4.478260869999999727e+00,6.934782608999999987e+00,3.000000000000000000e+00
5.869565217000000779e+00,3.760869565000000136e+00,7.478260869999999727e+00,3.000000000000000000e+00
6.913043477999999631e+00,4.065217391000000013e+00,7.326086957000000233e+00,3.000000000000000000e+00
7.173913042999999767e+00,4.347826086999999617e+00,7.173913042999999767e+00,3.000000000000000000e+00
6.673913042999999767e+00,4.195652174000000123e+00,7.130434782999999221e+00,3.000000000000000000e+00
6.217391303999999508e+00,3.934782608999999542e+00,7.413043477999999631e+00,3.000000000000000000e+00
5.543478261000000629e+00,3.934782608999999542e+00,7.326086957000000233e+00,3.000000000000000000e+00
6.413043477999999631e+00,3.934782608999999542e+00,7.326086957000000233e+00,3.000000000000000000e+00
6.586956522000000369e+00,3.891304348000000246e+00,7.260869565000000136e+00,3.000000000000000000e+00
6.413043477999999631e+00,3.543478261000000185e+00,7.434782608999999987e+00,3.000000000000000000e+00
6.956521738999999371e+00,3.739130434999999864e+00,7.543478261000000629e+00,3.000000000000000000e+00
6.826086957000000233e+00,4.065217391000000013e+00,7.282608696000000492e+00,3.000000000000000000e+00
5.673913042999999767e+00,3.673913043000000211e+00,7.326086957000000233e+00,3.000000000000000000e+00
7.000000000000000000e+00,4.130434783000000110e+00,6.978260869999999727e+00,3.000000000000000000e+00
6.391304347999999358e+00,3.717391303999999952e+00,7.500000000000000000e+00,3.000000000000000000e+00
6.391304347999999358e+00,3.869565216999999890e+00,7.326086957000000233e+00,3.000000000000000000e+00
7.391304347999999358e+00,4.891304348000000246e+00,6.652173912999999494e+00,3.000000000000000000e+00
6.608695652000000642e+00,4.413043478000000519e+00,7.065217391000000013e+00,3.000000000000000000e+00
6.369565217000000779e+00,4.086956521999999481e+00,7.173913042999999767e+00,3.000000000000000000e+00
6.913043477999999631e+00,4.717391303999999508e+00,6.586956522000000369e+00,3.000000000000000000e+00
6.760869565000000136e+00,4.434782608999999987e+00,6.869565217000000779e+00,3.000000000000000000e+00
6.869565217000000779e+00,4.369565216999999890e+00,7.173913042999999767e+00,3.000000000000000000e+00
7.260869565000000136e+00,4.695652174000000123e+00,6.826086957000000233e+00,3.000000000000000000e+00
6.347826087000000506e+00,3.739130434999999864e+00,7.586956522000000369e+00,3.000000000000000000e+00
7.021739130000000273e+00,4.586956521999999481e+00,7.173913042999999767e+00,3.000000000000000000e+00
6.739130434999999864e+00,4.478260869999999727e+00,6.891304347999999358e+00,3.000000000000000000e+00
6.347826087000000506e+00,3.978260870000000171e+00,7.260869565000000136e+00,3.000000000000000000e+00
6.869565217000000779e+00,4.369565216999999890e+00,7.304347825999999877e+00,3.000000000000000000e+00
7.065217391000000013e+00,4.369565216999999890e+00,7.195652174000000123e+00,3.000000000000000000e+00
